Feature,Type,Is_Engineered,Missing_Count,Missing_Pct,Valid_Count,Mean_Overall,Std_Overall,Mean_Positive,Mean_Negative,Std_Positive,Std_Negative,Mean_Difference,Mean_Ratio,T_Statistic,T_Test_PValue,MannWhitney_Statistic,MannWhitney_PValue,Cohens_D,KS_Statistic,KS_PValue,PointBiserial_Correlation,PointBiserial_PValue,AUC_ROC,Is_Monotonic,Bin_Rate_Spread,Bin_Rate_Range,Nonlinearity_Score,Linear_AUC,Spline_AUC,Permutation_Importance,Is_Temporal,Temporal_Patterns,Has_Monotonic_Recency,Cyclical_Variation,Feature_Origin,Unique_Values,Unique_Ratio,Chi2_Statistic,Chi2_PValue,Degrees_Freedom,Cramers_V,Best_Category_Rate,Worst_Category_Rate,Rate_Spread,Best_Category,Worst_Category,Best_Category_Rate_30plus,Worst_Category_Rate_30plus,Categories_30plus,Information_Value,Max_WoE,Min_WoE,WoE_Range,IV_Power,Encoded_AUC,Skip_Reason,AUC_Normalized,KS_Normalized,CohensD_Normalized,Correlation_Normalized,BinSpread_Normalized,Nonlinearity_Normalized,PermImportance_Normalized,Predictiveness_Score,CramersV_Normalized,IV_Normalized,RateSpread_Normalized,EncodedAUC_Normalized,Predictiveness_Rank,Predictiveness_Percentile
Days_Since_Month_Start_Date,Numeric,False,0,0.0,1840739,155.82499202765845,79.90015304714939,157.0908435203263,155.7671669906597,77.41416832238951,80.01141293974712,1.3236765296666135,1.0084977890087774,4.734550574514112,2.1988042480396617e-06,71183794356.0,0.005401645428465649,0.01656672369440396,0.009880213220181622,5.993231691900148e-07,0.003386116105796833,4.346549273104502e-06,0.5028769914076515,False,0.005289173679820139,0.042-0.048,0.0020303201264159076,0.5028769914076515,0.5049073115340674,0.0020794506693956327,True,"{""recency_pattern"": {""mean"": {""0-7d"": 0.0, ""8-30d"": NaN, ""31-90d"": 0.044708056171470806, ""91-180d"": 0.0437052321065721, ""181-365d"": 0.04359403780717379, "">365d"": NaN}, ""count"": {""0-7d"": 3669, ""8-30d"": 0, ""31-90d"": 405900, ""91-180d"": 637315, ""181-365d"": 789374, "">365d"": 0}}, ""has_monotonic_recency"": false, ""cyclical_pattern"": {""mean"": {""-1424"": 0.0, ""-1396"": 0.0, ""-1361"": 0.0, ""-1333"": 0.0, ""-1305"": 0.0, ""-1270"": 0.0, ""-1242"": 0.0, ""-1214"": 0.0, ""-1186"": 0.0, ""-1151"": 0.0, ""-1123"": 0.0, ""-1088"": 0.0, ""-1060"": 0.0, ""-1032"": 0.0, ""-997"": 0.0, ""-969"": 0.0, ""-941"": 0.0, ""-906"": 0.0, ""-878"": 0.0, ""-850"": 0.0, ""-815"": 0.0, ""-787"": 0.0, ""-759"": 0.0, ""-724"": 0.0, ""-696"": 0.0, ""-661"": 0.0, ""-633"": 0.0, ""-605"": 0.0, ""-570"": 0.0, ""-542"": 0.0, ""-514"": 0.0, ""-486"": 0.0, ""-451"": 0.0, ""-423"": 0.0, ""-388"": 0.0, ""-360"": 0.0, ""-332"": 0.0, ""-297"": 0.0, ""-269"": 0.0, ""-241"": 0.0, ""-206"": 0.0, ""-178"": 0.0, ""-143"": 0.0, ""-115"": 0.0, ""-87"": 0.0, ""-59"": 0.0, ""-24"": 0.0, ""4"": 0.0, ""32"": 0.04436431716534341, ""67"": 0.04489749125857424, ""95"": 0.04283139787994452, ""130"": 0.04488288487257825, ""158"": 0.04311466175039689, ""186"": 0.04136541424677018, ""221"": 0.04188321751512674, ""249"": 0.043774998412799186, ""277"": 0.04755138474670664}, ""count"": {""-1424"": 20, ""-1396"": 16, ""-1361"": 20, ""-1333"": 16, ""-1305"": 16, ""-1270"": 20, ""-1242"": 16, ""-1214"": 16, ""-1186"": 16, ""-1151"": 20, ""-1123"": 16, ""-1088"": 20, ""-1060"": 16, ""-1032"": 16, ""-997"": 20, ""-969"": 16, ""-941"": 16, ""-906"": 20, ""-878"": 16, ""-850"": 16, ""-815"": 20, ""-787"": 16, ""-759"": 16, ""-724"": 20, ""-696"": 16, ""-661"": 20, ""-633"": 16, ""-605"": 16, ""-570"": 20, ""-542"": 16, ""-514"": 16, ""-486"": 16, ""-451"": 20, ""-423"": 16, ""-388"": 20, ""-360"": 16, ""-332"": 16, ""-297"": 20, ""-269"": 16, ""-241"": 16, ""-206"": 20, ""-178"": 16, ""-143"": 20, ""-115"": 16, ""-87"": 38, ""-59"": 1615, ""-24"": 2060, ""4"": 3669, ""32"": 144215, ""67"": 261685, ""95"": 197542, ""130"": 244503, ""158"": 195270, ""186"": 185614, ""221"": 222619, ""249"": 189012, ""277"": 192129}}, ""cyclical_variation"": 2.3321469255688947}",False,2.3321469255688947,Temporal,,,,,,,,,,,,,,,,,,,,,,0.005753982815303038,0.009880213220181622,0.00828336184720198,0.003386116105796833,0.12107480469847466,0.0020303201264159076,0.0020794506693956327,0.06700568032193607,,,,,130.0,0.27932960893854747
Month_Start_Date_Month,Numeric,False,0,0.0,1840739,5.374662024328273,3.2020725751876427,5.455896434656088,5.370951176088974,3.2401416775585585,3.2002744170296165,0.08494525856711377,1.0158156806167082,7.273958934471585,3.520023874735865e-13,71761137536.0,1.739566190728659e-11,0.026528594287663423,0.012200383767070166,2.2640173016224356e-10,0.00542220034020021,1.8871528385387137e-13,0.5069556248100258,False,0.0029115252580768913,0.042-0.045,0.002101629333931543,0.5069556248100258,0.5090572541439573,0.0058190201126049335,True,"{""cyclical_pattern"": {""mean"": {""1"": 0.043760181091201424, ""2"": 0.04187042799983834, ""3"": 0.04134581210757019, ""4"": 0.04310230076897085, ""5"": 0.04487113960591576, ""6"": 0.0428123260638567, ""7"": 0.044885141562594315, ""8"": 0.0, ""9"": 0.04324726240367717, ""10"": 0.0, ""11"": 0.0, ""12"": 0.04713603202938779}, ""count"": {""1"": 189076, ""2"": 222687, ""3"": 185702, ""4"": 195326, ""5"": 244567, ""6"": 197630, ""7"": 261757, ""8"": 68, ""9"": 147940, ""10"": 2096, ""11"": 68, ""12"": 193822}}, ""cyclical_variation"": 0.6047640494138352}",False,0.6047640494138352,Temporal,,,,,,,,,,,,,,,,,,,,,,0.013911249620051525,0.012200383767070166,0.013264297143831712,0.00542220034020021,0.06664790633389127,0.002101629333931543,0.0058190201126049335,0.06516308869534865,,,,,131.0,0.2737430167597765
Days_Since_Week_Start_Date,Numeric,False,0,0.0,1840739,144.14337013558142,80.32062642250385,145.40047007324685,144.08594487611953,77.88686113919722,80.42959596097408,1.314525197127324,1.0091232020456005,4.67347273740814,2.965846609653865e-06,71181040293.0,0.006033222518415308,0.01636606004272752,0.011145965095534227,9.989608965265963e-09,0.00334510239748979,5.6672350099424e-06,0.5028575353653301,False,0.003979671404993661,0.042-0.046,0.0014898354538932512,0.5028575353653301,0.5043473708192233,0.0019042153390523842,True,"{""recency_pattern"": {""mean"": {""0-7d"": 0.0, ""8-30d"": 0.04401755474969236, ""31-90d"": 0.044413093520236376, ""91-180d"": 0.04320149949548491, ""181-365d"": 0.04413138447593885, "">365d"": NaN}, ""count"": {""0-7d"": 1431, ""8-30d"": 91827, ""31-90d"": 465696, ""91-180d"": 626344, ""181-365d"": 648722, "">365d"": 0}}, ""has_monotonic_recency"": false}",False,0.0,Temporal,,,,,,,,,,,,,,,,,,,,,,0.005715070730660132,0.011145965095534227,0.00818303002136376,0.00334510239748979,0.09109890642503857,0.0014898354538932512,0.0019042153390523842,0.06408863526204124,,,,,132.0,0.2681564245810056
Days_Since_Shared_Date,Numeric,False,86269,4.686650307295059,1754470,142.65011370955332,76.93273376214552,142.79657518063,142.64307846148608,77.86921512503824,76.8874794614787,0.15349671914390228,1.0010760894309678,0.546333831231207,0.5848378682759285,67367913856.0,0.6691863725226905,0.00199520647784729,0.011326808179166203,5.588624916467359e-09,0.0004172442518714306,0.5804918797800056,0.5004452747797381,False,0.004021790607075748,0.044-0.048,0.009406346847776081,0.5004452747797381,0.5098516216275142,0.00020504210470062567,True,"{""recency_pattern"": {""mean"": {""0-7d"": NaN, ""8-30d"": 0.04701454347359559, ""31-90d"": 0.046004377529944344, ""91-180d"": 0.04512197785397602, ""181-365d"": 0.04617074365738352, "">365d"": NaN}, ""count"": {""0-7d"": 0, ""8-30d"": 121154, ""31-90d"": 421699, ""91-180d"": 595231, ""181-365d"": 616386, "">365d"": 0}}, ""has_monotonic_recency"": false}",False,0.0,Temporal,,,,,,,,,,,,,,,,,,,,,,0.0008905495594762058,0.011326808179166203,0.000997603238923645,0.0004172442518714306,0.09206305970773389,0.009406346847776081,0.00020504210470062567,0.06226705523364553,,,,,133.0,0.26256983240223464
Incident_Recency_Detailed_Ancient,Numeric,False,0,0.0,1840739,0.016019109716260697,0.1255488207961327,0.02457314115876786,0.015628355202388648,0.15482118709503176,0.12403273138738126,0.008944785956379212,1.5723423941367896,16.148335229133796,1.42593832180489e-58,71409628385.5,6.984066442718596e-87,0.0712530154938051,0.008944785956379153,8.998850545463378e-06,0.014562129969366884,6.841735461132251e-87,0.5044723929781896,False,0.0,N/A,0.0,0.5044723929781896,0.5044723929781896,0.004273245536926762,True,,False,0.0,Temporal,,,,,,,,,,,,,,,,,,,,,,0.008944785956379153,0.008944785956379153,0.03562650774690255,0.014562129969366884,0.0,0.0,0.004273245536926762,0.06129995757271213,,,,,134.0,0.2569832402234637
Week_Start_Date_Month,Numeric,False,0,0.0,1840739,5.127773138940393,2.7118315512399893,5.11443423327074,5.128382470065204,2.7277906566861954,2.7110994953850462,-0.013948236794464108,0.9972801859360757,-1.4183637291676883,0.15608814769259938,70595434974.0,0.21628476180989153,-0.005143476078835638,0.009382954624882131,2.6160079347425788e-06,-0.0010512940116757987,0.1537730086516322,0.5012794658107841,False,0.003456741145403966,0.042-0.045,0.008356178966097194,0.501279465810784,0.5096356447768812,0.00010843622556799826,True,"{""cyclical_pattern"": {""mean"": {""1"": 0.047368206133366, ""2"": 0.042728335462083, ""3"": 0.042034131768662455, ""4"": 0.04121907124387732, ""5"": 0.04456971409846809, ""6"": 0.0436206238276257, ""7"": 0.043762775098727946, ""8"": 0.04486332402023711, ""9"": 0.04390913458238968, ""10"": 0.0, ""11"": 0.0, ""12"": 0.04435475167814207}, ""count"": {""1"": 195912, ""2"": 184772, ""3"": 223604, ""4"": 190276, ""5"": 195312, ""6"": 240964, ""7"": 201564, ""8"": 211888, ""9"": 145710, ""10"": 2704, ""11"": 1702, ""12"": 46331}}, ""cyclical_variation"": 0.46897046297241707}",False,0.46897046297241707,Temporal,,,,,,,,,,,,,,,,,,,,,,0.0025589316215681723,0.009382954624882131,0.002571738039417819,0.0010512940116757987,0.07912847722693782,0.008356178966097194,0.00010843622556799826,0.061227415378848696,,,,,135.0,0.25139664804469275
Shared_Date_Quarter,Numeric,False,86269,4.686650307295059,1754470,2.012019584261914,0.8245608546241441,2.012149776777387,2.0120133304899417,0.8288252659910585,0.8243557074403189,0.00013644628744513554,1.0000678108264491,0.045612208374475695,0.9636194416571413,67297711203.5,0.9382379636695601,0.00016547747552686417,0.002918466727110991,0.5295621353321398,3.4605206151566356e-05,0.9634403431032018,0.500076228465794,True,0.0043949311466112626,0.046-0.050,0.002566263815268255,0.500076228465794,0.5026424922810623,0.0,True,"{""cyclical_pattern"": {""mean"": {""1.0"": 0.04622383794966978, ""2.0"": 0.04515913847590618, ""3.0"": 0.046054991034070535, ""4.0"": 0.050074445576365485}, ""count"": {""1.0"": 573254, ""2.0"": 599635, ""3.0"": 568820, ""4.0"": 12761}}, ""cyclical_variation"": 0.046535902400693614}",False,0.046535902400693614,Temporal,,,,,,,,,,,,,,,,,,,,,,0.00015245693158805196,0.002918466727110991,8.273873776343209e-05,3.4605206151566356e-05,0.10060464307863243,0.002566263815268255,0.0,0.06080295367636158,,,,,136.0,0.24581005586592178
Shared_Date_Month,Numeric,False,86269,4.686650307295059,1754470,4.9926222733931045,2.582507220999164,4.992973772897417,4.992605389183283,2.6171811640497844,2.5808307294855943,0.00036838371413416837,1.00007378386327,0.03901365462038211,0.9688795904988312,67306147249.0,0.9895519214534009,0.0001426457228534458,0.009659787477434817,1.2007426261526136e-06,2.983055324880593e-05,0.968481826683686,0.5000135609603503,False,0.0036846690615127548,0.044-0.047,0.00742938422324857,0.5000135609603503,0.5074429451835989,0.0,True,"{""cyclical_pattern"": {""mean"": {""1.0"": 0.0493997064696966, ""2.0"": 0.04475986843961028, ""3.0"": 0.044095609569459356, ""4.0"": 0.04316669687006498, ""5.0"": 0.04584884081569357, ""6.0"": 0.04637068569258748, ""7.0"": 0.044783851627882884, ""8.0"": 0.04666518523221485, ""9.0"": 0.047050344898589516, ""12.0"": 0.050074445576365485}, ""count"": {""1.0"": 207815, ""2.0"": 177257, ""3.0"": 188182, ""4.0"": 193135, ""5.0"": 206352, ""6.0"": 200148, ""7.0"": 212331, ""8.0"": 220507, ""9.0"": 135982, ""12.0"": 12761}}, ""cyclical_variation"": 0.04786143360445915}",False,0.04786143360445915,Temporal,,,,,,,,,,,,,,,,,,,,,,2.7121920700645674e-05,0.009659787477434817,7.13228614267229e-05,2.983055324880593e-05,0.08434598937510013,0.00742938422324857,0.0,0.06064710287779155,,,,,137.0,0.24022346368715083
Week_Start_Date_Quarter,Numeric,False,0,0.0,1840739,2.0306116184858363,0.8610300843701908,2.0281173442105134,2.0307255587885424,0.8598749913825289,0.8610828842313283,-0.0026082145780290666,0.9987156193736286,-0.8410947247870507,0.40029715713696534,70700159250.0,0.5841669641771539,-0.003029179138827237,0.002283152076798467,0.8167180031306079,-0.0006191452997156323,0.4008984659332798,0.5005396425220894,False,0.0037149687385483673,0.041-0.044,0.0,0.5005396425220894,0.4963309066161484,0.0,True,"{""cyclical_pattern"": {""mean"": {""1"": 0.04397572018640119, ""2"": 0.043187157650123216, ""3"": 0.0442179547251065, ""4"": 0.04050298598655813}, ""count"": {""1"": 604288, ""2"": 626552, ""3"": 559162, ""4"": 50737}}, ""cyclical_variation"": 0.0396349489077114}",False,0.0396349489077114,Temporal,,,,,,,,,,,,,,,,,,,,,,0.0010792850441787571,0.002283152076798467,0.0015145895694136185,0.0006191452997156323,0.0850395811725316,0.0,0.0,0.05938234816797808,,,,,138.0,0.2346368715083799
Call_Start_Date_DayOfMonth,Numeric,False,1155614,62.77989437937698,685125,15.574022258711913,8.789386087360842,15.552084789487731,15.576868787473039,8.791309259690545,8.78913974878827,-0.02478399798530795,0.9984089223381448,-0.7440373003118375,0.45685565415144214,23821905387.0,0.46618157962016904,-0.0028197634815995323,0.0038433328309698256,0.25432433139315114,-0.0008990685900926916,0.4567685869559807,0.5007966458622841,False,0.0033948650137004127,0.113-0.116,0.002091416483630981,0.5007966458622841,0.5028880623459151,0.0,True,"{""cyclical_pattern"": {""mean"": {""1.0"": 0.11293978515817484, ""2.0"": 0.1171989959317926, ""3.0"": 0.11665624348551178, ""4.0"": 0.11910897575889932, ""5.0"": 0.11398381294964029, ""6.0"": 0.11527734738146886, ""7.0"": 0.11594735981690371, ""8.0"": 0.11358150171515691, ""9.0"": 0.11172358160795913, ""10.0"": 0.1126736699423924, ""11.0"": 0.11336646171986861, ""12.0"": 0.11260335097773307, ""13.0"": 0.11689389966789022, ""14.0"": 0.11538621348734782, ""15.0"": 0.11512706401031485, ""16.0"": 0.1181527984677591, ""17.0"": 0.11202449356205176, ""18.0"": 0.11235681208871558, ""19.0"": 0.11561665512807832, ""20.0"": 0.12050698088919695, ""21.0"": 0.11727487412556253, ""22.0"": 0.11730522998128631, ""23.0"": 0.11914828587438235, ""24.0"": 0.1118800461361015, ""25.0"": 0.11187027859308088, ""26.0"": 0.11304987649130184, ""27.0"": 0.11153659932215326, ""28.0"": 0.1120256811260186, ""29.0"": 0.11221294363256785, ""30.0"": 0.11423170402376452, ""31.0"": 0.12161147149197678}, ""count"": {""1.0"": 20294, ""2.0"": 23106, ""3.0"": 23985, ""4.0"": 22895, ""5.0"": 22240, ""6.0"": 22589, ""7.0"": 24468, ""8.0"": 23613, ""9.0"": 22314, ""10.0"": 23608, ""11.0"": 23746, ""12.0"": 22859, ""13.0"": 22884, ""14.0"": 24067, ""15.0"": 24043, ""16.0"": 23495, ""17.0"": 23843, ""18.0"": 24618, ""19.0"": 20222, ""20.0"": 20198, ""21.0"": 22443, ""22.0"": 20306, ""23.0"": 19631, ""24.0"": 20808, ""25.0"": 20783, ""26.0"": 19027, ""27.0"": 22719, ""28.0"": 24298, ""29.0"": 19160, ""30.0"": 22218, ""31.0"": 14645}}, ""cyclical_variation"": 0.02467703806165405}",False,0.02467703806165405,Temporal,,,,,,,,,,,,,,,,,,,,,,0.0015932917245682354,0.0038433328309698256,0.0014098817407997661,0.0008990685900926916,0.07771206683563459,0.002091416483630981,0.0,0.05922184915111954,,,,,139.0,0.22905027932960895
Inquiry_Start_Date_DayOfMonth,Numeric,False,1138318,61.84027176041796,702421,15.576917546599546,8.787834813116305,15.55912601196324,15.579217630641407,8.789582152014134,8.78761332963851,-0.020091618678167222,0.9987103570190999,-0.6099864770248469,0.5418721203100307,24976886822.0,0.5555555226019101,-0.0022862980616948398,0.0036888950647396834,0.2864354908780192,-0.0007279423426506163,0.5418011635941908,0.5006373331598659,False,0.0034257004090053333,0.113-0.116,0.0027065334670414165,0.5006373331598658,0.5033438666269072,0.0,True,"{""cyclical_pattern"": {""mean"": {""1.0"": 0.11343660467149032, ""2.0"": 0.11661611054937647, ""3.0"": 0.11595671381672273, ""4.0"": 0.11857724448253697, ""5.0"": 0.11371486031565602, ""6.0"": 0.11446981491091507, ""7.0"": 0.11434453814784021, ""8.0"": 0.11365799164218628, ""9.0"": 0.11126181309065453, ""10.0"": 0.11206789996291872, ""11.0"": 0.1132672778851293, ""12.0"": 0.11229696402755336, ""13.0"": 0.11664375322220313, ""14.0"": 0.11452480090552614, ""15.0"": 0.11528270351799763, ""16.0"": 0.11703758962244602, ""17.0"": 0.11260141057523747, ""18.0"": 0.11228948204639339, ""19.0"": 0.11530378295758502, ""20.0"": 0.12020348837209302, ""21.0"": 0.11689101172383848, ""22.0"": 0.11710368053885013, ""23.0"": 0.11836288680276164, ""24.0"": 0.11171432582955024, ""25.0"": 0.11229242132003575, ""26.0"": 0.11237618707239866, ""27.0"": 0.11090549147873989, ""28.0"": 0.11163914619412002, ""29.0"": 0.11133810010214505, ""30.0"": 0.1143707855328838, ""31.0"": 0.12121613565609062}, ""count"": {""1.0"": 20593, ""2.0"": 23736, ""3.0"": 24673, ""4.0"": 23335, ""5.0"": 22873, ""6.0"": 23124, ""7.0"": 25257, ""8.0"": 24169, ""9.0"": 22856, ""10.0"": 24271, ""11.0"": 24323, ""12.0"": 23518, ""13.0"": 23276, ""14.0"": 24737, ""15.0"": 24531, ""16.0"": 24129, ""17.0"": 24529, ""18.0"": 25176, ""19.0"": 20936, ""20.0"": 20640, ""21.0"": 23030, ""22.0"": 20785, ""23.0"": 20133, ""24.0"": 21367, ""25.0"": 21257, ""26.0"": 19586, ""27.0"": 23236, ""28.0"": 24830, ""29.0"": 19580, ""30.0"": 22838, ""31.0"": 15097}}, ""cyclical_variation"": 0.023765137227606443}",False,0.023765137227606443,Temporal,,,,,,,,,,,,,,,,,,,,,,0.001274666319731832,0.0036888950647396834,0.0011431490308474199,0.0007279423426506163,0.07841792179339246,0.0027065334670414165,0.0,0.059201376755725406,,,,,140.0,0.22346368715083798
Month_Start_Date_DayOfMonth,Numeric,False,0,0.0,1840739,25.734157313991826,7.548899937570537,25.736236678149055,25.734062327091685,7.557585045958843,7.548505092018836,0.002174351057369961,1.0000844927252017,0.07978715500484042,0.9364067222085922,70832967814.0,0.6972188138736126,0.0002880354076091268,0.00563556009877475,0.015067018370791161,5.887264980632438e-05,0.9363368892009045,0.5003985818547048,False,0.003361894511018579,0.041-0.045,0.0,0.5003985818547048,0.4962135036088705,0.0,True,"{""cyclical_pattern"": {""mean"": {""1"": 0.0438441401806395, ""23"": 0.0, ""24"": 0.04188321751512674, ""25"": 0.0, ""26"": 0.044858666993684466, ""27"": 0.043271342802752966, ""28"": 0.04412598046187002, ""29"": 0.0, ""30"": 0.0451474855490588, ""31"": 0.041351156302846866}, ""count"": {""1"": 145926, ""23"": 20, ""24"": 222619, ""25"": 40, ""26"": 244635, ""27"": 191212, ""28"": 457055, ""29"": 3787, ""30"": 389767, ""31"": 185678}}, ""cyclical_variation"": 0.6911375527114051}",False,0.6911375527114051,Temporal,,,,,,,,,,,,,,,,,,,,,,0.0007971637094095207,0.00563556009877475,0.0001440177038045634,5.887264980632438e-05,0.07695733700170157,0.0,0.0,0.058730934009909905,,,,,141.0,0.21787709497206703
Shared_Date_IsWeekend,Numeric,False,0,0.0,1840739,0.2107441630779812,0.4078371625632164,0.19896036710482137,0.21128245563605833,0.3992206425128482,0.4082184148737428,-0.012322088531236952,0.9416795023943814,-8.550724646711576,1.2423427034440695e-17,69904432437.0,5.3651910508704124e-17,-0.030213823743592036,0.012322088531236952,1.4304855665437393e-10,-0.006175400326497782,5.3617069798466845e-17,0.5061610442656184,False,0.0,N/A,0.0,0.5061610442656185,0.5061610442656185,0.005459576642081521,True,,False,0.0,Temporal,,,,,,,,,,,,,,,,,,,,,,0.01232208853123673,0.012322088531236952,0.015106911871796018,0.006175400326497782,0.0,0.0,0.005459576642081521,0.058324014311989185,,,,,142.0,0.2122905027932961
Shared_Date_DayOfMonth,Numeric,False,86269,4.686650307295059,1754470,15.484164448522916,8.785055966869363,15.55912601196324,15.480563684510145,8.789582152014134,8.784825019539353,0.07856232745309555,1.005074900307471,2.4758946521694325,0.01329213912974437,67655616036.0,0.013162958490531045,0.008942736704486413,0.0050686300813612695,0.03867203180328138,0.0018701319022622947,0.013245109522905278,0.5025824820685459,False,0.0012705932171247283,0.045-0.046,0.0,0.5025824820685459,0.5017563823999438,0.0020631475735196636,True,"{""cyclical_pattern"": {""mean"": {""1.0"": 0.042461918784309445, ""2.0"": 0.04641336060900768, ""3.0"": 0.046937804537922664, ""4.0"": 0.0468371785974237, ""5.0"": 0.044501094990418835, ""6.0"": 0.04495889666417555, ""7.0"": 0.04668606530876172, ""8.0"": 0.045508009873598064, ""9.0"": 0.0435788463515783, ""10.0"": 0.04505922305972004, ""11.0"": 0.045742843859998675, ""12.0"": 0.04440819895411209, ""13.0"": 0.04606770170526851, ""14.0"": 0.04617766911165444, ""15.0"": 0.04636369598006427, ""16.0"": 0.04679602962864766, ""17.0"": 0.0453500591094181, ""18.0"": 0.0459189474539105, ""19.0"": 0.045585874799357946, ""20.0"": 0.04737264186970137, ""21.0"": 0.04783226723525231, ""22.0"": 0.046425574120698865, ""23.0"": 0.04602518541409147, ""24.0"": 0.04456684092606423, ""25.0"": 0.044817033101143426, ""26.0"": 0.044095844853147416, ""27.0"": 0.046410690487339264, ""28.0"": 0.047466566208325484, ""29.0"": 0.045952782462057334, ""30.0"": 0.04722217200296495, ""31.0"": 0.047529998441639396}, ""count"": {""1.0"": 55014, ""2.0"": 59638, ""3.0"": 60953, ""4.0"": 59077, ""5.0"": 58448, ""6.0"": 58876, ""7.0"": 61860, ""8.0"": 60363, ""9.0"": 58354, ""10.0"": 60365, ""11.0"": 60228, ""12.0"": 59471, ""13.0"": 58935, ""14.0"": 61350, ""15.0"": 60996, ""16.0"": 60347, ""17.0"": 60904, ""18.0"": 61565, ""19.0"": 52955, ""20.0"": 52372, ""21.0"": 56280, ""22.0"": 52428, ""23.0"": 51776, ""24.0"": 53560, ""25.0"": 53261, ""26.0"": 49914, ""27.0"": 55526, ""28.0"": 58399, ""29.0"": 47440, ""30.0"": 55313, ""31.0"": 38502}}, ""cyclical_variation"": 0.027286203305768395}",False,0.027286203305768395,Temporal,,,,,,,,,,,,,,,,,,,,,,0.0051649641370918875,0.0050686300813612695,0.004471368352243207,0.0018701319022622947,0.029085228606033294,0.0,0.0020631475735196636,0.055962507374429676,,,,,143.0,0.20670391061452514
Call_Start_Date_Year,Numeric,False,1155614,62.77989437937698,685125,2024.993322386426,0.08144343271628592,2024.9920827561666,2024.9934832364834,0.0886265248243898,0.08046307218803939,-0.001400480316760877,0.999999308397618,-4.213137387781052,2.5207666416741768e-05,23826505852.0,5.673111466346035e-06,-0.017195988654847123,0.001400480316640737,0.9991646324465752,-0.005482781532943062,5.672325970816003e-06,0.5007002401583204,False,0.0,N/A,0.0,0.5007002401583204,0.5007002401583204,0.0005330433571982818,True,,False,0.0,Temporal,,,,,,,,,,,,,,,,,,,,,,0.001400480316640751,0.001400480316640737,0.008597994327423562,0.005482781532943062,0.0,0.0,0.0005330433571982818,0.052682240993458994,,,,,144.0,0.2011173184357542
